imdb_id,user_id,rating
tt0114709,868,3
tt0114709,871,4.5
tt0114709,872,4.5
tt0114709,873,3
tt0114709,881,5
tt0114709,886,4
tt0114709,894,4
tt0114709,897,4
tt0114709,903,4
tt0114709,904,2.5
tt0114709,907,5
tt0114709,910,5
tt0114709,916,5
tt0114709,917,3.5
tt0114709,922,5
tt0114709,926,1
tt0114709,940,3
tt0114709,942,3.5
tt0114709,944,5
tt0114709,947,3
tt0114709,953,5
tt0114709,956,4.5
tt0114709,965,3
tt0114709,970,5
tt0114709,974,5
tt0114709,976,1
tt0114709,979,5
tt0114709,981,5
tt0114709,983,2
tt0114709,987,4
tt0114709,1000,3.5
tt0114709,1001,5
tt0114709,1003,4
tt0114709,1007,4.5
tt0114709,1010,3
tt0114709,1011,2
tt0114709,1013,3
tt0114709,1014,4
tt0114709,1015,4
tt0114709,1020,4
tt0114709,1024,4.5
tt0114709,1025,5
tt0114709,1034,5
tt0114709,1035,1
tt0114709,1039,4
tt0114709,1047,2
tt0114709,1051,4
tt0114709,1056,3.5
tt0114709,1057,4.5
tt0114709,1058,3
tt0114709,1059,4
tt0114709,1082,1
tt0114709,1088,4
tt0114709,1089,4.5
tt0114709,1090,1
tt0114709,1091,4
tt0114709,1099,4
tt0114709,1106,3
tt0114709,1109,5
tt0114709,1110,4
tt0114709,1113,5
tt0114709,1114,4
tt0114709,1115,3
tt0114709,1117,2.5
tt0114709,1126,4
tt0114709,1127,3
tt0114709,1128,4
tt0114709,1134,4.5
tt0114709,1135,3
tt0114709,1140,4
tt0114709,1146,4
tt0114709,1150,4
tt0114709,1151,2.5
tt0114709,1156,5
tt0114709,1157,4
tt0114709,1166,3.5
tt0114709,1168,3
tt0114709,1174,4
tt0114709,1178,3.5
tt0114709,1182,5
tt0114709,1184,2
tt0114709,1186,3
tt0114709,1187,4.5
tt0114709,1195,4
tt0114709,1205,3
tt0114709,1209,3
tt0114709,1219,3
tt0114709,1220,4
tt0114709,1221,4.5
tt0114709,1226,3
tt0114709,1232,4
tt0114709,1233,4
tt0114709,1240,4
tt0114709,1242,5
tt0114709,1247,3.5
tt0114709,1252,4
tt0114709,1268,4
tt0114709,1270,4
tt0114709,1271,4.5
tt0114709,1278,3.5
tt0114709,1283,3.5
tt0114709,1293,3.5
tt0114709,1295,2
tt0114709,1297,3.5
tt0114709,1302,2
tt0114709,1304,4.5
tt0114709,1307,4
tt0114709,1312,3.5
tt0114709,1315,4.5
tt0114709,1324,4
tt0114709,1325,3
tt0114709,1326,3
tt0114709,1329,5
tt0114709,1333,4.5
tt0114709,1354,4
tt0114709,1371,2
tt0114709,1376,5
tt0114709,1377,4
tt0114709,1382,4
tt0114709,1394,5
tt0114709,1398,3
tt0114709,1402,5
tt0114709,1405,3.5
tt0114709,1410,3.5
tt0114709,1411,5
tt0114709,1413,4
tt0114709,1414,3
tt0114709,1418,4.5
tt0114709,1420,4
tt0114709,1421,2.5
tt0114709,1429,4
tt0114709,1435,3.5
tt0114709,1439,4.5
tt0114709,1442,5
tt0114709,1453,4
tt0114709,1455,4
tt0114709,1462,3
tt0114709,1463,5
tt0114709,1471,4
tt0114709,1473,4.5
tt0114709,1476,5
tt0114709,1482,4
tt0114709,1485,3.5
tt0114709,1486,1.5
tt0114709,1487,5
tt0114709,1491,4
tt0114709,1495,3.5
tt0114709,1500,5
tt0114709,1505,5
tt0114709,1514,4
tt0114709,1518,5
tt0114709,1519,5
tt0114709,1520,3
tt0114709,1530,4
tt0114709,1533,3
tt0114709,1540,4
tt0114709,1549,5
tt0114709,1569,4
tt0114709,1572,3.5
tt0114709,1574,4
tt0114709,1578,4.5
tt0114709,1582,4
tt0114709,1595,4.5
tt0114709,1600,2
tt0114709,1601,4.5
tt0114709,1602,4
tt0114709,1608,4
tt0114709,1609,4
tt0114709,1611,3
tt0114709,1617,5
tt0114709,1622,4
tt0114709,1624,5
tt0114709,1629,4
tt0114709,1634,5
tt0114709,1636,2.5
tt0114709,1637,5
tt0114709,1638,3
tt0114709,1644,5
tt0114709,1645,5
tt0114709,1646,5
tt0114709,1647,4
tt0114709,1653,3
tt0114709,1654,3.5
tt0114709,1655,3.5
tt0114709,1671,3
tt0114709,1672,3.5
tt0114709,1675,4
tt0114709,1676,3
tt0114709,1677,5
tt0114709,1680,4
tt0114709,1688,5
tt0114709,1699,3
tt0114709,1701,3.5
tt0114709,1702,3
tt0114709,1706,3
tt0114709,1708,3.5
tt0114709,1715,4
tt0114709,1721,3
tt0114709,1723,5
tt0114709,1730,4
tt0114709,1740,4
tt0114709,1745,4
tt0114709,1746,3
tt0114709,1749,4
tt0114709,1754,0.5
tt0114709,1757,4
tt0114709,1760,5
tt0114709,1762,3.5
tt0114709,1765,4
tt0114709,1772,4.5
tt0114709,1776,4
tt0114709,1777,4
tt0114709,1780,3.5
tt0114709,1788,4
tt0114709,1792,5
tt0114709,1794,5
tt0114709,1795,2
tt0114709,1802,5
tt0114709,1805,3
tt0114709,1807,4
tt0114709,1811,4.5
tt0114709,1812,5
tt0114709,1815,1
tt0114709,1819,3
tt0114709,1835,2.5
tt0114709,1844,3
tt0114709,1845,4.5
tt0114709,1847,5
tt0114709,1848,3
tt0114709,1849,5
tt0114709,1850,5
tt0114709,1851,2.5
tt0114709,1855,3
tt0114709,1859,4
tt0114709,1865,4
tt0114709,1866,3
tt0114709,1870,3
tt0114709,1873,3.5
tt0114709,1874,5
tt0114709,1877,4
tt0114709,1881,4
tt0114709,1885,2
tt0114709,1888,4
tt0114709,1893,0.5
tt0114709,1898,4
tt0114709,1906,4
tt0114709,1910,4
tt0114709,1911,4
tt0114709,1913,4
tt0114709,1915,5
tt0114709,1917,3
tt0114709,1924,4
tt0114709,1925,3
tt0114709,1927,5
tt0114709,1928,4
tt0114709,1929,3
tt0114709,1931,5
tt0114709,1935,4
tt0114709,1940,3
tt0114709,1942,3.5
tt0114709,1953,5
tt0114709,1955,3.5
tt0114709,1958,5
tt0114709,1959,3.5
tt0114709,1960,2.5
tt0114709,1962,2
tt0114709,1963,4
tt0114709,1966,3
tt0114709,1969,5
tt0114709,1974,4
tt0114709,1980,4
tt0114709,1982,3.5
tt0114709,1989,4
tt0114709,1991,4
tt0114709,1994,3
tt0114709,1995,3
tt0114709,1997,4
tt0114709,1998,4
tt0114709,1999,5
tt0114709,2004,3
tt0114709,2012,4
tt0114709,2014,3
tt0114709,2018,3.5
tt0114709,2026,4.5
tt0114709,2030,4
tt0114709,2031,4.5
tt0114709,2035,3.5
tt0114709,2036,3
tt0114709,2044,4
tt0114709,2047,4
tt0114709,2056,4
tt0114709,2057,4
tt0114709,2060,5
